,day_of_week,hour,state,road_type,junction_type,weather_condition,road_condition,light_condition,speed_kmh,speed_limit_kmh,visibility_m,num_vehicles,driver_age,driver_experience_yrs,vehicle_type,alcohol_involved,seatbelt_worn,num_casualties,accident_severity,speed_excess_kmh,is_night
1276,0,8,6,1,0,2,4,1,133.78,100,283.4,1,34.0,10.1,1,0.0,1.0,3.0,2,33.78,0
1277,5,8,6,4,1,3,4,1,65.07,60,480.3,1,37.0,0.0,2,0.0,1.0,1.0,1,5.069999999999993,0
1278,1,16,4,1,0,3,0,3,77.39,50,531.5,3,37.0,9.4,2,0.0,1.0,4.0,1,27.39,0
1279,2,17,3,0,1,0,4,1,83.32,100,501.2,2,32.0,16.1,3,1.0,0.0,2.0,1,0.0,0
1280,1,9,1,1,1,0,0,3,118.3,80,348.6,4,53.0,10.2,4,0.0,1.0,1.0,2,38.3,0
1281,6,1,5,1,0,0,0,1,58.6,60,839.2,2,43.0,0.0,5,0.0,1.0,1.0,0,0.0,1
1282,3,7,3,3,3,1,0,1,55.37,60,781.4,1,59.0,6.5,2,0.0,1.0,0.0,0,0.0,0
1283,2,23,3,1,3,2,0,1,78.68,50,577.8,3,43.0,8.7,4,0.0,1.0,2.0,1,28.680000000000007,1
1284,0,16,4,1,3,5,4,1,37.77,50,463.6,3,24.0,14.0,2,0.0,1.0,0.0,1,0.0,0
1285,2,17,4,4,3,2,1,2,37.35,30,923.9,1,50.0,11.9,3,0.0,1.0,0.0,0,7.350000000000001,0
1286,4,15,5,1,0,0,4,3,123.0,50,199.2,4,42.0,7.3,3,0.0,1.0,5.0,2,73.0,0
1287,5,3,4,1,3,5,0,1,85.27,50,321.5,6,61.0,10.1,0,0.0,0.0,6.0,2,35.269999999999996,1
1288,3,18,2,4,0,2,4,1,76.94,100,481.3,4,32.0,8.7,3,0.0,1.0,2.0,1,0.0,0
1289,1,12,0,3,0,2,1,0,56.94,30,802.5,2,56.0,10.9,3,0.0,1.0,0.0,0,26.939999999999998,0
1290,2,16,2,1,3,2,0,3,57.8,120,742.3,2,37.0,6.0,4,0.0,1.0,1.0,0,0.0,0
1291,3,10,3,4,0,0,0,3,70.52,50,440.6,5,24.0,3.4,4,0.0,1.0,3.0,1,20.519999999999996,0
1292,4,22,4,1,2,0,4,1,60.11,100,448.2,1,24.0,12.2,1,0.0,1.0,0.0,1,0.0,1
1293,3,11,1,4,3,0,4,1,51.65,100,825.5,1,48.0,13.5,5,0.0,1.0,0.0,0,0.0,0
1294,0,16,3,4,0,0,0,1,70.7,100,728.7,1,35.0,13.9,4,0.0,1.0,0.0,0,0.0,0
1295,2,16,1,4,0,0,0,3,37.12,60,769.8,3,20.0,16.7,4,0.0,1.0,0.0,0,0.0,0
1296,3,6,0,1,3,4,0,4,94.32,60,528.8,2,37.0,2.6,3,0.0,0.0,0.0,1,34.31999999999999,0
1297,1,6,2,4,2,3,4,1,56.17,30,911.9,1,34.0,13.5,4,0.0,1.0,0.0,0,26.17,0
1298,0,7,3,0,0,0,3,2,49.83,120,775.7,1,25.0,6.8,0,0.0,1.0,0.0,0,0.0,0
1299,3,12,1,4,0,1,4,1,81.89,30,499.7,2,34.0,19.0,2,0.0,1.0,2.0,1,51.89,0
1300,3,23,2,4,0,2,4,3,28.04,50,791.4,1,56.0,10.4,3,0.0,1.0,1.0,0,0.0,1
1301,1,8,6,1,0,0,1,1,57.05,80,577.2,1,45.0,9.3,1,0.0,1.0,0.0,1,0.0,0
1302,3,14,2,1,0,5,0,1,70.7,100,511.2,1,47.0,3.2,3,1.0,1.0,1.0,1,0.0,0
1303,5,8,3,4,1,0,1,3,38.65,60,845.9,4,46.0,25.3,4,0.0,1.0,3.0,0,0.0,0
1304,3,19,3,1,2,4,4,4,68.53,100,501.2,3,37.0,15.8,1,0.0,0.0,3.0,1,0.0,0
1305,6,17,3,1,0,2,2,1,91.02,30,559.1,2,33.0,5.8,1,0.0,1.0,0.0,1,61.019999999999996,0
1306,5,16,6,1,0,2,0,3,86.86,60,224.0,2,61.0,1.1,2,1.0,0.0,1.0,2,26.86,0
1307,2,7,4,3,0,5,0,3,26.38,80,787.9,1,27.0,1.6,1,0.0,1.0,0.0,0,0.0,0
1308,5,7,6,4,3,0,0,1,95.03,50,271.4,1,66.0,16.5,4,0.0,1.0,3.0,1,45.03,0
1309,6,19,4,0,0,1,4,1,70.7,80,578.2,1,45.0,0.0,0,0.0,1.0,0.0,0,0.0,0
1310,1,1,3,1,0,2,1,1,60.58,30,445.6,2,20.0,18.9,2,0.0,1.0,0.0,1,30.58,1
1311,0,7,3,1,3,0,0,3,107.77,30,128.7,5,22.0,10.1,0,0.0,1.0,1.0,2,77.77,0
1312,2,17,4,1,0,2,1,1,70.7,80,532.0,2,19.0,0.0,4,0.0,0.0,1.0,1,0.0,0
1313,6,11,5,3,0,0,0,3,48.22,50,821.1,1,42.0,13.7,5,1.0,1.0,1.0,0,0.0,0
1314,5,0,4,1,0,5,0,1,58.9,60,475.1,2,45.0,23.8,4,1.0,1.0,1.0,1,0.0,1
1315,6,17,0,1,0,3,1,4,59.82,30,453.4,1,53.0,0.0,4,1.0,1.0,1.0,1,29.82,0
1316,4,22,5,1,0,0,0,3,98.27,80,189.1,1,46.0,12.2,3,1.0,1.0,1.0,2,18.269999999999996,1
1317,0,16,5,4,2,2,4,4,75.14,60,519.2,5,41.0,21.2,0,1.0,1.0,1.0,1,15.14,0
1318,0,16,0,3,1,1,2,1,70.7,50,501.2,3,26.0,10.1,0,1.0,1.0,5.0,2,20.700000000000003,0
1319,0,21,0,3,3,0,3,1,79.11,30,515.0,4,52.0,0.0,2,0.0,1.0,0.0,1,49.11,1
1320,5,20,2,0,1,3,4,4,124.69,80,109.2,3,44.0,4.7,2,1.0,1.0,3.0,2,44.69,0
1321,5,20,0,0,0,5,0,1,70.7,80,230.6,1,37.0,7.7,3,1.0,0.0,2.0,2,0.0,0
1322,0,19,5,4,2,1,4,1,36.94,60,748.4,1,37.0,9.6,4,0.0,1.0,0.0,0,0.0,0
1323,0,11,1,3,3,2,0,1,48.96,50,880.2,3,42.0,10.1,0,0.0,1.0,0.0,0,0.0,0
1324,0,2,5,3,0,0,0,1,47.54,100,671.2,1,36.0,12.0,5,0.0,1.0,0.0,0,0.0,1
1325,1,14,6,3,0,1,4,1,100.86,80,391.8,1,34.0,22.7,4,1.0,0.0,4.0,2,20.86,0
1326,2,2,2,1,0,3,0,1,104.43,60,288.0,3,50.0,13.2,5,1.0,1.0,2.0,2,44.43000000000001,1
1327,6,11,5,2,0,0,0,1,85.93,100,373.9,2,33.0,3.3,1,0.0,1.0,2.0,1,0.0,0
1328,6,15,6,4,1,0,4,3,108.89,30,501.2,2,40.0,6.8,5,1.0,1.0,3.0,2,78.89,0
1329,2,13,0,2,3,5,4,1,49.11,120,424.3,5,59.0,10.1,2,0.0,1.0,0.0,1,0.0,0
1330,6,16,2,1,0,2,3,4,61.76,50,501.2,2,16.0,8.3,5,0.0,0.0,2.0,1,11.759999999999998,0
1331,2,21,3,2,0,0,4,3,115.78,80,145.2,3,30.0,4.9,3,0.0,0.0,7.0,2,35.78,1
1332,3,18,3,3,1,5,0,3,42.39,80,858.1,2,53.0,0.0,0,0.0,1.0,0.0,0,0.0,0
1333,1,18,4,1,3,0,4,1,86.68,60,311.0,2,37.0,9.6,2,0.0,1.0,6.0,2,26.680000000000007,0
1334,3,2,0,1,2,0,0,1,70.7,100,308.0,4,29.0,11.0,1,1.0,0.0,3.0,2,0.0,1
1335,4,22,3,1,0,0,0,1,42.82,120,756.6,5,36.0,15.9,5,0.0,1.0,0.0,0,0.0,1
1336,3,9,6,3,3,5,0,1,60.56,60,730.8,2,50.0,19.2,3,0.0,1.0,2.0,1,0.5600000000000023,0
1337,1,11,3,4,0,2,0,3,65.63,30,518.5,2,34.0,10.1,4,0.0,1.0,0.0,1,35.629999999999995,0
1338,0,11,4,4,2,1,1,1,110.51,50,318.2,2,36.0,10.8,0,1.0,0.0,7.0,2,60.510000000000005,0
1339,6,20,3,4,0,0,1,3,66.78,50,499.2,3,49.0,4.5,0,0.0,1.0,1.0,1,16.78,0
1340,6,23,0,3,0,0,1,4,74.02,60,471.0,1,37.0,3.2,3,0.0,1.0,0.0,1,14.019999999999996,1
1341,1,9,0,4,3,0,0,1,46.35,80,501.2,1,37.0,10.1,2,0.0,1.0,0.0,0,0.0,0
1342,2,10,3,1,3,1,0,3,45.6,50,846.3,2,16.0,3.6,4,0.0,0.0,0.0,0,0.0,0
1343,1,10,5,1,2,0,0,4,70.7,120,521.2,2,38.0,11.9,4,0.0,1.0,0.0,1,0.0,0
1344,6,6,0,3,0,0,4,0,94.49,50,227.0,1,42.0,10.1,3,0.0,0.0,4.0,2,44.489999999999995,0
1345,6,23,4,2,0,3,0,3,54.5,80,757.8,1,44.0,11.8,3,1.0,1.0,0.0,0,0.0,1
1346,3,14,0,1,3,2,1,3,75.25,30,322.5,3,16.0,11.3,3,0.0,1.0,0.0,1,45.25,0
1347,4,13,0,2,0,1,1,0,84.95,30,486.3,1,34.0,8.1,4,0.0,1.0,0.0,1,54.95,0
1348,0,21,1,3,3,5,4,0,39.24,60,714.0,1,30.0,9.0,5,0.0,1.0,0.0,0,0.0,1
1349,6,3,4,1,0,1,0,3,70.7,30,331.2,2,30.0,9.0,3,0.0,0.0,1.0,1,40.7,1
1350,5,8,3,1,0,0,0,1,70.7,60,875.0,1,44.0,0.0,3,0.0,1.0,0.0,0,10.700000000000003,0
1351,1,19,5,1,0,2,0,1,126.45,100,262.1,1,66.0,10.1,0,0.0,0.0,6.0,2,26.450000000000003,0
1352,4,21,5,0,3,3,4,1,103.09,60,208.4,6,43.0,0.4,3,0.0,0.0,4.0,2,43.09,1
1353,6,6,0,4,3,2,0,1,71.74,50,577.9,2,42.0,3.9,3,0.0,1.0,3.0,1,21.739999999999995,0
1354,2,4,1,1,0,1,4,3,70.7,80,454.2,1,35.0,6.6,4,1.0,1.0,1.0,1,0.0,1
1355,2,11,3,4,1,5,0,1,70.7,80,490.5,1,40.0,16.9,4,0.0,0.0,3.0,1,0.0,0
1356,1,15,4,2,1,0,0,0,64.74,120,713.0,1,37.0,6.3,3,0.0,1.0,2.0,1,0.0,0
1357,4,7,2,1,3,2,4,1,53.43,50,521.3,1,31.0,10.1,4,1.0,1.0,1.0,1,3.4299999999999997,0
1358,1,11,6,1,2,4,4,4,91.23,60,199.2,2,37.0,8.1,3,0.0,1.0,5.0,2,31.230000000000004,0
1359,5,22,1,1,3,0,1,1,52.68,60,818.9,1,38.0,7.9,3,0.0,1.0,1.0,0,0.0,1
1360,2,0,1,1,0,0,2,4,63.19,60,388.7,2,42.0,10.1,3,1.0,1.0,1.0,1,3.1899999999999977,1
1361,6,22,6,0,0,1,1,1,55.4,50,568.6,2,52.0,0.0,1,0.0,1.0,2.0,1,5.399999999999999,1
1362,1,18,2,4,2,2,0,1,70.7,60,501.2,4,21.0,10.4,5,1.0,0.0,2.0,2,10.700000000000003,0
1363,0,10,3,1,3,3,1,4,32.22,50,787.7,1,39.0,16.1,1,0.0,1.0,1.0,0,0.0,0
1364,1,16,6,4,0,0,0,3,81.54,50,439.8,1,26.0,13.9,3,0.0,1.0,2.0,1,31.540000000000006,0
1365,2,2,3,4,1,5,0,1,103.95,80,322.0,5,35.0,13.2,2,0.0,0.0,4.0,2,23.950000000000003,1
1366,1,0,1,3,1,3,1,1,79.86,60,480.8,1,46.0,13.7,2,0.0,0.0,3.0,1,19.86,1
1367,6,11,0,2,3,0,4,3,94.54,30,256.7,4,20.0,4.5,2,1.0,1.0,2.0,2,64.54,0
1368,0,19,4,2,0,2,0,1,95.35,100,501.2,1,48.0,17.6,1,0.0,1.0,3.0,2,0.0,0
1369,1,16,6,1,0,0,0,3,101.3,50,135.6,1,47.0,3.1,2,1.0,0.0,3.0,2,51.3,0
1370,4,18,6,0,0,5,3,4,106.75,50,198.7,3,42.0,0.0,5,0.0,0.0,3.0,2,56.75,0
1371,3,17,2,1,0,5,0,1,65.92,50,443.7,2,37.0,1.2,3,0.0,1.0,3.0,1,15.920000000000002,0
1372,6,9,6,0,3,0,4,1,106.3,100,358.0,2,40.0,10.1,0,0.0,1.0,4.0,2,6.299999999999997,0
1373,6,19,2,1,2,0,0,1,115.1,50,251.3,5,30.0,12.4,0,0.0,1.0,3.0,2,65.1,0
1374,2,5,1,3,0,2,0,1,78.85,80,507.0,1,63.0,11.0,5,0.0,0.0,1.0,1,0.0,1
1375,6,17,3,4,0,2,0,0,73.82,80,438.7,1,40.0,8.8,3,0.0,1.0,1.0,1,0.0,0
1376,2,23,4,4,3,2,0,1,86.11,60,373.7,2,31.0,10.1,3,0.0,1.0,3.0,1,26.11,1
1377,0,19,5,4,0,2,2,2,141.73,120,217.8,4,41.0,11.3,2,0.0,0.0,2.0,2,21.72999999999999,0
1378,3,11,5,0,3,2,4,4,70.7,80,300.4,3,37.0,13.3,3,0.0,0.0,2.0,2,0.0,0
1379,6,21,6,2,0,5,0,1,70.7,50,240.2,2,42.0,6.7,3,0.0,0.0,2.0,2,20.700000000000003,1
1380,2,10,1,1,0,2,3,2,64.5,100,467.3,2,48.0,10.1,4,1.0,1.0,0.0,1,0.0,0
1381,4,2,3,1,0,5,3,3,70.7,60,501.2,1,38.0,0.0,0,0.0,1.0,0.0,0,10.700000000000003,1
1382,4,11,1,3,3,0,3,1,70.88,50,575.5,1,44.0,0.0,1,0.0,1.0,2.0,1,20.879999999999995,0
1383,4,6,2,0,0,4,1,3,106.22,120,260.2,1,40.0,6.8,3,0.0,1.0,1.0,2,0.0,0
1384,0,12,5,0,0,0,4,1,91.36,60,416.9,6,52.0,11.7,4,0.0,0.0,3.0,2,31.36,0
1385,6,16,3,3,3,0,1,1,39.47,120,876.2,2,41.0,15.2,2,0.0,1.0,2.0,0,0.0,0
1386,1,14,0,3,0,0,1,0,96.71,60,291.0,3,40.0,16.5,5,0.0,1.0,2.0,2,36.709999999999994,0
1387,1,19,6,4,0,5,0,1,51.54,60,771.2,1,51.0,11.8,5,0.0,1.0,1.0,0,0.0,0
1388,5,14,3,4,2,0,4,2,32.43,60,501.2,1,34.0,0.0,1,0.0,1.0,0.0,0,0.0,0
1389,2,6,5,2,3,1,4,1,44.68,30,887.1,1,40.0,6.7,2,0.0,1.0,0.0,0,14.68,0
1390,1,14,0,0,0,3,1,1,23.13,50,722.7,1,36.0,5.9,4,0.0,1.0,0.0,0,0.0,0
1391,5,8,3,0,2,3,0,3,73.39,50,482.2,3,31.0,0.0,0,0.0,1.0,1.0,1,23.39,0
1392,6,7,4,1,0,0,2,4,39.02,50,820.4,2,37.0,10.1,0,0.0,0.0,0.0,0,0.0,0
1393,4,0,2,2,0,5,0,1,110.46,100,243.6,2,33.0,20.2,1,1.0,1.0,2.0,2,10.459999999999994,1
1394,2,23,4,3,1,5,4,1,38.32,100,744.0,1,19.0,10.1,0,0.0,1.0,0.0,0,0.0,1
1395,5,15,2,1,0,0,0,0,114.15,80,261.5,3,31.0,17.2,1,0.0,0.0,1.0,2,34.150000000000006,0
1396,4,11,0,1,0,1,1,1,84.87,50,661.4,2,27.0,1.4,3,0.0,1.0,1.0,1,34.870000000000005,0
1397,0,7,5,1,3,0,4,1,60.21,60,517.2,1,53.0,10.1,3,0.0,1.0,3.0,1,0.21000000000000085,0
1398,6,9,2,4,0,0,3,1,46.77,80,803.3,2,60.0,10.6,5,0.0,1.0,0.0,0,0.0,0
1399,2,14,3,4,0,5,4,4,100.68,50,265.7,5,33.0,8.8,1,0.0,0.0,3.0,2,50.68000000000001,0
1400,6,0,2,4,0,0,0,3,79.67,120,538.6,1,37.0,4.5,5,0.0,1.0,1.0,1,0.0,1
1401,1,11,4,4,3,1,0,2,109.45,80,333.4,1,53.0,10.1,0,0.0,0.0,0.0,2,29.450000000000003,0
1402,6,16,5,1,0,0,4,1,68.23,60,743.4,2,47.0,13.0,2,0.0,1.0,0.0,0,8.230000000000004,0
1403,6,20,2,1,0,1,1,3,45.32,30,833.3,2,23.0,20.6,2,0.0,1.0,1.0,0,15.32,0
1404,5,4,1,0,1,2,0,3,31.13,30,753.8,2,31.0,14.2,4,0.0,1.0,0.0,0,1.129999999999999,1
1405,3,16,3,3,0,3,0,1,47.22,80,777.5,1,36.0,11.0,4,0.0,1.0,0.0,0,0.0,0
1406,4,18,4,1,0,5,0,1,109.11,30,501.2,5,19.0,13.0,4,0.0,0.0,5.0,2,79.11,0
1407,6,9,6,1,1,5,0,1,70.7,80,338.2,4,45.0,12.6,4,0.0,1.0,1.0,2,0.0,0
1408,3,6,5,0,2,2,4,3,45.83,120,960.4,2,51.0,10.8,2,0.0,1.0,0.0,0,0.0,0
1409,3,11,3,3,1,2,3,4,61.76,60,523.5,3,37.0,9.2,2,0.0,1.0,2.0,1,1.759999999999998,0
1410,1,13,0,1,0,2,4,1,95.17,60,299.0,6,42.0,12.2,2,0.0,1.0,3.0,2,35.17,0
1411,0,19,6,4,1,2,1,4,82.37,50,428.6,1,52.0,0.7,3,1.0,1.0,3.0,1,32.370000000000005,0
1412,5,17,3,2,2,1,4,3,119.13,100,288.0,5,36.0,15.4,3,0.0,0.0,2.0,2,19.129999999999995,0
1413,0,15,4,1,0,0,0,1,75.3,80,449.5,1,29.0,7.2,0,0.0,1.0,1.0,1,0.0,0
1414,2,11,0,1,3,2,0,3,36.75,30,762.5,1,37.0,19.7,5,0.0,1.0,0.0,0,6.75,0
1415,3,7,6,1,0,0,4,4,41.76,120,823.0,1,32.0,0.0,1,0.0,1.0,1.0,0,0.0,0
1416,2,17,5,1,0,2,3,1,81.9,80,563.6,5,36.0,22.4,3,1.0,1.0,0.0,1,1.9000000000000057,0
1417,3,9,2,2,3,0,0,3,97.4,80,251.9,4,28.0,16.9,1,0.0,1.0,3.0,2,17.400000000000006,0
1418,1,13,3,4,3,1,4,1,67.98,100,464.5,1,28.0,16.9,5,0.0,0.0,1.0,1,0.0,0
1419,1,21,2,3,0,0,3,0,92.38,30,257.2,2,30.0,8.7,0,0.0,0.0,3.0,2,62.379999999999995,1
1420,4,5,4,2,0,0,1,0,72.59,30,602.1,4,50.0,3.2,3,0.0,1.0,1.0,1,42.59,1
1421,2,0,0,1,0,0,0,3,72.03,80,526.1,2,48.0,12.0,0,0.0,1.0,1.0,1,0.0,1
1422,1,21,3,4,0,0,0,2,32.19,50,783.3,2,35.0,7.1,2,0.0,1.0,0.0,0,0.0,1
1423,4,4,1,4,1,0,4,1,53.82,50,501.2,1,23.0,12.7,0,0.0,1.0,0.0,1,3.8200000000000003,1
1424,3,15,1,4,0,0,0,1,72.42,60,452.2,2,36.0,1.1,5,0.0,1.0,0.0,1,12.420000000000002,0
1425,0,21,5,2,0,5,4,3,56.07,30,409.6,3,39.0,11.6,0,0.0,0.0,0.0,1,26.07,1
1426,3,11,0,1,0,0,0,1,127.33,50,172.9,3,47.0,17.9,0,0.0,1.0,2.0,2,77.33,0
1427,2,14,5,1,1,0,3,2,130.09,50,216.5,3,16.0,3.8,2,0.0,1.0,7.0,2,80.09,0
1428,6,16,2,4,0,1,4,1,102.94,50,190.7,2,32.0,15.4,0,0.0,1.0,3.0,2,52.94,0
1429,3,8,4,2,3,4,4,1,70.7,60,260.6,6,48.0,19.1,5,0.0,1.0,3.0,2,10.700000000000003,0
1430,1,16,6,4,0,3,2,1,70.7,80,474.7,5,37.0,10.8,3,0.0,0.0,0.0,1,0.0,0
1431,1,15,2,4,1,1,0,1,52.69,100,464.4,1,20.0,0.0,5,0.0,1.0,0.0,1,0.0,0
1432,0,3,4,4,3,2,1,1,130.29,80,195.5,2,38.0,14.5,1,0.0,0.0,1.0,2,50.28999999999999,1
1433,5,9,2,1,0,4,0,3,77.48,60,450.5,4,16.0,0.0,5,0.0,1.0,0.0,1,17.480000000000004,0
1434,5,10,6,3,1,0,0,3,69.75,120,418.5,1,36.0,5.1,2,0.0,1.0,1.0,1,0.0,0
1435,4,8,3,3,3,0,0,0,115.53,50,303.7,2,37.0,19.8,0,1.0,0.0,3.0,2,65.53,0
1436,3,7,2,1,0,1,0,1,65.64,50,592.5,1,61.0,0.0,3,1.0,0.0,2.0,1,15.64,0
1437,4,15,5,4,0,0,0,3,48.56,120,554.4,4,49.0,14.7,0,0.0,0.0,0.0,1,0.0,0
1438,4,21,4,4,0,2,0,4,77.99,50,558.1,3,33.0,0.3,3,1.0,1.0,0.0,1,27.989999999999995,1
1439,6,12,2,1,0,2,0,4,56.04,120,599.8,4,51.0,6.0,1,0.0,1.0,1.0,1,0.0,0
1440,0,3,4,3,3,0,4,0,46.82,100,781.1,1,16.0,10.1,3,0.0,1.0,0.0,0,0.0,1
1441,0,7,5,4,0,2,4,2,105.91,120,501.2,3,40.0,4.7,1,0.0,1.0,6.0,2,0.0,0
1442,1,2,2,1,1,4,1,0,60.4,50,403.6,1,34.0,7.3,0,0.0,1.0,2.0,1,10.399999999999999,1
1443,2,21,5,4,3,0,0,3,107.44,30,337.9,4,66.0,7.7,4,1.0,0.0,1.0,2,77.44,1
1445,6,21,2,3,0,0,4,1,110.46,50,320.0,4,35.0,13.5,0,0.0,1.0,4.0,2,60.459999999999994,1
1446,3,10,3,3,0,0,1,1,45.26,50,656.2,1,43.0,13.9,5,0.0,1.0,0.0,0,0.0,0
1447,4,11,3,1,1,0,0,1,68.07,80,604.1,4,59.0,9.9,2,0.0,1.0,1.0,1,0.0,0
1448,1,20,4,1,0,0,1,4,111.08,50,501.2,3,49.0,10.5,1,1.0,0.0,0.0,2,61.08,0
1449,3,0,3,3,3,2,0,3,61.56,120,491.0,2,32.0,11.9,3,0.0,1.0,3.0,1,0.0,1
1450,6,10,0,4,0,1,4,1,88.64,120,336.6,1,36.0,10.2,0,0.0,1.0,1.0,1,0.0,0
1451,1,16,3,4,1,0,4,3,111.22,60,173.2,6,37.0,9.2,2,0.0,1.0,6.0,2,51.22,0
1452,4,10,0,4,0,2,0,3,61.63,60,428.9,2,41.0,10.3,0,0.0,1.0,0.0,1,1.6300000000000026,0
1453,2,21,6,0,3,3,0,1,93.17,80,314.8,3,39.0,22.0,3,1.0,0.0,2.0,2,13.170000000000002,1
1454,6,11,3,3,0,0,0,1,47.72,30,501.2,2,32.0,8.9,3,0.0,1.0,1.0,1,17.72,0
1455,2,6,5,0,0,2,3,4,70.41,50,568.5,2,29.0,19.8,3,0.0,1.0,1.0,1,20.409999999999997,0
1456,1,14,4,1,0,5,0,1,45.66,50,835.8,2,36.0,5.7,1,0.0,1.0,0.0,0,0.0,0
1457,0,22,3,4,3,1,4,1,39.89,30,699.9,2,37.0,6.7,5,0.0,0.0,0.0,0,9.89,1
1458,2,10,6,1,3,1,0,1,57.3,60,561.1,2,34.0,9.1,3,0.0,1.0,0.0,1,0.0,0
1459,6,20,3,4,2,0,0,1,59.3,50,713.5,1,30.0,16.9,5,0.0,1.0,1.0,0,9.299999999999997,0
1460,6,16,6,1,3,1,0,1,70.7,30,501.2,1,20.0,20.2,5,1.0,1.0,0.0,0,40.7,0
1461,3,19,3,4,2,1,0,0,105.23,120,195.5,4,38.0,14.7,1,0.0,1.0,1.0,2,0.0,0
1462,5,7,3,4,0,0,0,1,99.62,50,346.1,3,48.0,3.3,2,0.0,1.0,4.0,2,49.620000000000005,0
1463,3,7,4,2,2,2,1,3,53.5,80,433.9,1,55.0,16.5,2,0.0,1.0,1.0,1,0.0,0
1464,3,12,3,3,3,0,1,3,67.73,60,771.6,1,24.0,5.7,4,0.0,1.0,0.0,0,7.730000000000004,0
1465,4,12,0,3,0,3,0,3,90.06,80,209.3,4,41.0,19.4,0,0.0,0.0,4.0,2,10.060000000000002,0
1466,3,23,2,4,3,2,0,3,81.32,80,578.8,1,40.0,0.0,1,0.0,1.0,1.0,1,1.3199999999999932,1
1467,4,16,2,4,1,0,0,1,93.35,100,485.7,1,28.0,12.2,0,0.0,1.0,4.0,1,0.0,0
1468,0,20,4,3,0,2,0,1,22.95,120,704.4,2,35.0,2.7,2,1.0,1.0,0.0,0,0.0,0
1469,5,8,3,0,0,5,4,1,32.44,80,501.2,1,28.0,1.1,5,0.0,1.0,0.0,0,0.0,0
1470,0,20,3,1,0,2,0,2,87.16,50,135.0,3,55.0,14.4,2,1.0,0.0,4.0,2,37.16,0
1471,3,10,6,1,0,0,4,1,80.75,120,517.2,1,60.0,5.5,5,0.0,1.0,1.0,1,0.0,0
1472,2,20,3,3,0,4,0,3,72.58,120,535.2,1,39.0,15.6,1,0.0,1.0,0.0,1,0.0,0
1473,5,1,3,3,0,3,1,4,57.86,60,927.6,1,37.0,17.0,1,0.0,1.0,1.0,0,0.0,1
1474,5,22,3,4,0,0,0,4,103.21,120,305.6,3,35.0,13.7,3,1.0,1.0,3.0,2,0.0,1
1475,0,13,1,4,0,2,4,4,37.47,80,787.7,1,37.0,4.4,1,0.0,1.0,0.0,0,0.0,0
1476,3,10,2,0,3,0,0,0,76.53,50,501.2,3,35.0,11.2,0,0.0,1.0,1.0,1,26.53,0
1477,4,7,1,0,3,0,4,1,67.11,50,325.8,1,43.0,4.9,5,1.0,1.0,2.0,1,17.11,0
1478,5,9,0,4,1,1,4,1,33.53,100,725.3,1,30.0,10.1,3,0.0,1.0,0.0,0,0.0,0
1479,5,14,6,4,0,2,4,3,113.27,80,177.0,6,44.0,0.0,0,0.0,0.0,3.0,2,33.269999999999996,0
1480,5,17,5,2,1,2,4,2,67.09,80,501.2,1,63.0,0.0,3,0.0,1.0,0.0,1,0.0,0
1481,3,17,1,3,0,3,4,1,33.38,30,867.1,2,33.0,3.2,0,0.0,1.0,1.0,0,3.3800000000000026,0
1482,3,20,6,3,0,0,4,2,84.82,80,401.2,1,53.0,14.5,0,0.0,1.0,2.0,1,4.819999999999993,0
1483,3,6,0,2,3,0,1,1,86.3,100,176.6,3,41.0,11.8,4,0.0,1.0,2.0,2,0.0,0
1484,1,12,0,4,0,5,4,3,83.5,80,496.9,4,36.0,12.9,0,0.0,1.0,2.0,1,3.5,0
1485,3,11,6,4,3,0,3,4,80.13,50,644.1,1,60.0,10.1,3,0.0,1.0,2.0,1,30.129999999999995,0
1486,5,2,3,4,1,0,4,3,63.97,60,550.7,2,37.0,14.7,3,0.0,1.0,1.0,1,3.969999999999999,1
1487,6,20,5,0,0,2,0,1,70.7,80,235.3,3,28.0,8.7,0,0.0,0.0,4.0,2,0.0,0
1488,4,15,0,1,0,4,3,3,46.97,100,809.4,1,37.0,12.4,3,0.0,1.0,0.0,0,0.0,0
1489,5,20,3,3,0,3,3,1,36.54,80,849.5,1,34.0,23.6,4,0.0,1.0,0.0,0,0.0,0
1490,6,13,3,2,0,2,1,1,105.75,30,501.2,4,37.0,10.1,5,1.0,0.0,7.5,2,75.75,0
1491,6,12,5,0,3,3,3,1,70.7,100,506.3,4,45.0,16.9,2,0.0,1.0,2.0,1,0.0,0
1492,2,15,1,4,3,5,0,1,102.4,50,226.3,1,51.0,0.0,1,0.0,1.0,6.0,2,52.400000000000006,0
1493,4,12,0,0,1,1,0,4,51.43,50,501.2,1,55.0,16.1,0,0.0,1.0,1.0,1,1.4299999999999997,0
1494,1,5,3,2,3,5,4,0,45.12,30,707.5,1,40.0,9.3,3,0.0,1.0,0.0,0,15.119999999999997,1
1495,2,1,3,0,3,2,0,2,116.18,100,249.7,2,51.0,0.9,5,0.0,0.0,3.0,2,16.180000000000007,1
1496,0,12,5,1,0,4,4,3,39.52,100,787.8,1,37.0,2.1,5,0.0,1.0,0.0,0,0.0,0
1497,1,13,3,3,0,2,0,3,70.7,50,774.7,1,47.0,4.3,2,0.0,1.0,0.0,0,20.700000000000003,0
1498,5,20,1,0,0,4,1,3,83.82,80,465.0,1,37.0,18.7,4,0.0,1.0,0.0,1,3.819999999999993,0
