accident_id,date,time,day_of_week,hour,state,road_type,junction_type,weather_condition,road_condition,light_condition,speed_kmh,speed_limit_kmh,visibility_m,num_vehicles,driver_age,driver_experience_yrs,vehicle_type,alcohol_involved,seatbelt_worn,num_casualties,redundant_record_id,system_flag,random_noise_code,useless_ratio,accident_severity
ACC00352,2022-12-01,06:00,Saturday,6,New York,One-way,T-Junction,Rainy,Dry,,83.05,30,371.1,6,64.0,5.7,Truck,,0.0,2,352,PROCESSED,351680,0.7825,Severe
ACC00323,2020-08-18,08:00,Thursday,8,Tx,Urban Road,Crossroads,Clear,Dry,Dawn,58.58,80,903.3,3,57.0,6.1,Motorcycle,0.0,1.0,0,323,PROCESSED,583901,0.0036,Minor
ACC04503,2020-11-19,07:00,Saturday,7,NY,Urban Road,Slip Road,Rainy,Dry,Daylight,120.49,60,309.9,3,16.0,18.0,,0.0,0.0,2,4503,PROCESSED,103260,0.1623,Severe
ACC07135,2021-06-09,11:00,Wednesday,11,Ohio,Urban Road,T-Junction,Clear,Dry,Night - Unlit,63.68,50,465.3,1,31.0,0.0,Motorcycle,0.0,,1,7135,PROCESSED,557905,0.4608,Moderate
ACC03695,2022-04-06,18:00,Wednesday,18,fl,Rural Road,Slip Road,Sunny,Wet,Night - Unlit,,80,977.7,3,17.0,1.9,Car,0.0,,1,3695,PROCESSED,130622,0.2591,Minor
ACC03927,2021-05-21,13:00,Thursday,13,Florida,Expressway,T-Junction,Rainy,Dry,Night - Unlit,60.82,50,732.9,1,32.0,7.1,Bus,0.0,1.0,0,3927,PROCESSED,141050,0.3203,Minor
ACC02650,2020-09-25,08:00,Saturday,8,OH,Urban Road,Roundabout,Rainy,Under Construction,Dusk,41.49,30,760.5,1,32.0,2.4,Truck,0.0,1.0,1,2650,PROCESSED,646917,0.1718,Minor
ACC04054,2020-10-22,21:00,Friday,21,Ohio,Urban Road,Slip Road,Snowy,Potholed,,109.55,50,260.8,4,46.0,12.9,Bus,1.0,1.0,6,4054,PROCESSED,686522,0.6991,Severe
ACC00007,2021-10-07,09:00,Wednesday,9,Ill.,Highway,Slip Road,Snowy,Icy,Night - Lit,,50,419.1,3,21.0,13.8,Motorcycle,0.0,0.0,5,7,PROCESSED,497146,0.5989,Severe
ACC01918,2021-08-31,00:00,Wednesday,0,Ohio,Expressway,T-Junction,Rainy,Dry,Daylight,49.86,100,535.3,1,31.0,11.5,Car,0.0,1.0,0,1918,PROCESSED,337852,0.0382,Minor
ACC05638,2023-10-08,18:00,Monday,18,WA,Urban Road,Crossroads,Stormy,Icy,Daylight,,80,757.4,1,43.0,12.1,SUV,0.0,0.0,0,5638,PROCESSED,447874,0.4564,Minor
ACC00111,2021-09-02,08:00,Friday,8,WA,Highway,Crossroads,Rainy,Wet,,133.78,100,283.4,1,34.0,,Car,0.0,1.0,3,111,PROCESSED,675695,0.7253,Severe
ACC02231,2023-02-13,08:00,Tuesday,8,WA,Urban Road,Roundabout,Snowy,Wet,,65.07,60,480.3,1,37.0,0.0,Motorcycle,,1.0,1,2231,PROCESSED,225062,0.0953,Moderate
ACC05456,2020-02-08,16:00,Monday,16,Ohio,Highway,None,Snowy,Dry,Night - Lit,77.39,50,531.5,3,37.0,9.4,Motorcycle,0.0,1.0,4,5456,PROCESSED,988677,0.201,Moderate
ACC02647,2022-03-30,17:00,Saturday,17,NY,Expressway,Roundabout,,Wet,Daylight,83.32,100,,2,32.0,16.1,SUV,1.0,0.0,2,2647,PROCESSED,757071,0.4223,Moderate
ACC02906,2020-07-07,09:00,Monday,9,Florida,Highway,Roundabout,Sunny,Dry,Night - Lit,118.3,80,348.6,4,53.0,10.2,Truck,0.0,1.0,1,2906,PROCESSED,240768,0.4414,Severe
ACC00871,2022-08-23,01:00,Wednesday,1,TX,Highway,None,Clear,Dry,Daylight,58.6,60,839.2,2,43.0,0.0,Van,0.0,1.0,1,871,PROCESSED,981854,0.5982,Minor
ACC07993,2022-05-17,07:00,Sunday,7,ny,Rural Road,T-Junction,Foggy,Dry,Daylight,55.37,60,781.4,1,59.0,6.5,Motorcycle,0.0,1.0,0,7993,PROCESSED,891621,0.4587,Minor
ACC02422,2022-06-15,23:00,Saturday,23,New York,Highway,T-Junction,Rainy,Dry,Daylight,78.68,50,577.8,3,43.0,8.7,Truck,0.0,,2,2422,PROCESSED,746434,0.2296,Moderate
ACC05766,2020-09-15,16:00,Friday,16,Ohio,Highway,T-Junction,High Wind,Wet,Daylight,37.77,50,463.6,3,24.0,14.0,Motorcycle,0.0,1.0,0,5766,PROCESSED,471457,0.5913,Moderate
ACC06967,2023-09-27,17:00,Saturday,17,OH,Urban Road,T-Junction,Rainy,Icy,Dusk,37.35,30,923.9,1,50.0,11.9,,0.0,1.0,0,6967,PROCESSED,415972,0.9806,Minor
ACC03077,2023-09-21,15:00,Thursday,15,Texas,Highway,None,Clear,Wet,Night - Lit,123.0,50,199.2,4,42.0,7.3,SUV,0.0,,5,3077,PROCESSED,397676,0.2402,Severe
ACC07125,2021-06-21,03:00,Tuesday,3,OH,Highway,T-Junction,Windy,Dry,Daylight,85.27,50,321.5,6,61.0,,Bus,0.0,0.0,6,7125,PROCESSED,525746,0.9437,Severe
ACC05278,2020-01-25,18:00,Sunday,18,Ill.,Urban Road,None,Rainy,Wet,Daylight,76.94,100,481.3,4,32.0,8.7,,0.0,1.0,2,5278,PROCESSED,299597,0.7363,Moderate
ACC01177,2022-04-26,12:00,Monday,12,CA.,Rural Road,None,Rainy,Icy,Dawn,56.94,30,802.5,2,56.0,10.9,SUV,0.0,1.0,0,1177,PROCESSED,496152,0.7729,Minor
ACC03464,2023-05-28,16:00,Saturday,16,Illinois,Highway,T-Junction,Rainy,Dry,Night - Lit,57.8,120,742.3,2,,6.0,Truck,,,1,3464,PROCESSED,159676,0.2416,Minor
ACC07002,2021-05-15,10:00,Sunday,10,N.Y.,Urban Road,None,Clear,Dry,Night - Lit,70.52,50,440.6,5,24.0,3.4,Truck,0.0,1.0,3,7002,PROCESSED,677761,0.9581,Moderate
ACC07330,2020-01-01,22:00,Thursday,22,OH,Highway,Slip Road,clear,Wet,Daylight,60.11,100,448.2,1,24.0,12.2,Car,0.0,1.0,0,7330,PROCESSED,450030,0.1704,Moderate
ACC00099,2021-07-06,11:00,Sunday,11,FL,Urban Road,T-Junction,Clear,Wet,Daylight,51.65,100,825.5,1,48.0,13.5,Van,0.0,1.0,0,99,PROCESSED,712176,0.2455,Minor
ACC01569,2021-09-13,16:00,Friday,16,N.Y.,Urban Road,Crossroads,Clear,Dry,Daylight,,100,728.7,1,35.0,13.9,Truck,0.0,1.0,0,1569,PROCESSED,242182,0.8169,Minor
ACC05685,2020-05-18,16:00,Saturday,16,fl,Urban Road,None,,,Night - Lit,37.12,60,769.8,3,20.0,16.7,Truck,0.0,1.0,0,5685,PROCESSED,313976,0.9804,Minor
ACC07126,2021-11-20,06:00,Sunday,6,CA.,Highway,T-Junction,Stormy,Dry,Night - Unlit,94.32,60,528.8,2,37.0,2.6,SUV,0.0,0.0,0,7126,PROCESSED,525651,0.6513,Moderate
ACC02040,2020-10-30,06:00,Monday,6,Ill.,Urban Road,Slip Road,Snowy,Wet,,56.17,30,911.9,1,34.0,13.5,Truck,0.0,1.0,0,2040,PROCESSED,921003,0.8553,Minor
ACC07759,2021-03-16,07:00,Friday,7,NY,Expressway,None,Clear,Under Construction,Dusk,49.83,120,775.7,1,25.0,6.8,Bus,0.0,1.0,0,7759,PROCESSED,216351,0.3141,Minor
ACC01244,2021-10-27,12:00,Sunday,12,fl,Urban Road,Crossroads,Foggy,Wet,,81.89,30,499.7,2,34.0,19.0,Motorcycle,0.0,1.0,2,1244,PROCESSED,165982,0.5835,Moderate
ACC07233,2023-05-20,23:00,Sunday,23,Ill.,Urban Road,Crossroads,Rainy,Wet,Night - Lit,28.04,50,791.4,1,56.0,10.4,SUV,0.0,1.0,1,7233,PROCESSED,515287,0.7379,Minor
ACC00299,2023-09-05,08:00,Monday,8,Washington,Highway,Crossroads,,Icy,Daylight,57.05,80,577.2,1,45.0,9.3,Car,0.0,1.0,0,299,PROCESSED,304276,0.8545,Moderate
ACC07967,2020-02-14,14:00,Sunday,14,IL,Highway,None,Windy,,Daylight,,100,511.2,1,47.0,3.2,SUV,1.0,1.0,1,7967,PROCESSED,945825,0.7305,Moderate
ACC05972,2021-09-26,08:00,Tuesday,8,NY,Urban Road,Roundabout,,Icy,Night - Lit,38.65,60,845.9,4,46.0,26.8,Truck,0.0,1.0,3,5972,PROCESSED,467091,0.2392,Minor
ACC01363,2021-08-28,19:00,Sunday,19,ny,Highway,Slip Road,Stormy,Wet,Night - Unlit,68.53,100,501.2,3,,15.8,Car,0.0,0.0,3,1363,PROCESSED,534458,0.8547,Moderate
ACC03947,2022-03-03,17:00,Wednesday,17,ny,Highway,Crossroads,Rainy,Potholed,Daylight,91.02,30,559.1,2,33.0,5.8,Car,0.0,1.0,0,3947,PROCESSED,990801,0.5981,Moderate
ACC07888,2020-02-21,16:00,Tuesday,16,WA,Highway,Crossroads,Rain,,Night - Lit,86.86,60,224.0,2,61.0,1.1,Motorcycle,1.0,0.0,1,7888,PROCESSED,435007,0.4472,Severe
ACC02848,2020-02-05,07:00,Saturday,7,OH,Rural Road,Crossroads,Windy,Dry,Night - Lit,26.38,80,787.9,1,27.0,1.6,Car,0.0,1.0,0,2848,PROCESSED,493102,0.3133,Minor
ACC05630,2021-07-16,07:00,Tuesday,7,WA,Urban Road,T-Junction,Clear,,Daylight,95.03,50,271.4,1,70.0,16.5,Truck,0.0,1.0,3,5630,PROCESSED,540350,0.134,Moderate
ACC06380,2022-12-30,19:00,Wednesday,19,Ohio,Expressway,None,Foggy,Wet,Daylight,,80,578.2,1,45.0,0.0,Bus,,1.0,0,6380,PROCESSED,834878,0.2754,Minor
ACC01939,2023-08-19,01:00,Monday,1,N.Y.,Highway,Crossroads,Rainy,Icy,Daylight,60.58,30,445.6,2,20.0,18.9,Motorcycle,0.0,1.0,0,1939,PROCESSED,890871,0.3116,Moderate
ACC01848,2023-01-20,07:00,Friday,7,New York,Highway,T-Junction,Clear,Dry,Night - Lit,107.77,30,128.7,5,22.0,,Bus,0.0,1.0,1,1848,PROCESSED,494177,0.6963,Severe
ACC04408,2023-02-05,17:00,Saturday,17,Ohio,Highway,None,Rainy,Icy,,,80,532.0,2,19.0,0.0,Truck,,0.0,1,4408,PROCESSED,821084,0.1564,Moderate
ACC01251,2021-06-24,11:00,Wednesday,11,TX,Rural Road,None,Sunny,Dry,Night - Lit,48.22,50,821.1,1,42.0,13.7,Van,1.0,1.0,1,1251,PROCESSED,240439,0.9678,Minor
ACC04358,2021-09-26,00:00,Tuesday,0,Ohio,Highway,Crossroads,Windy,Dry,Daylight,58.9,60,475.1,2,45.0,23.8,Truck,1.0,,1,4358,PROCESSED,784060,0.502,Moderate
ACC04078,2020-07-01,17:00,Wednesday,17,CA,Highway,Crossroads,Snowy,Icy,Night - Unlit,59.82,30,453.4,1,53.0,0.0,Truck,1.0,1.0,1,4078,PROCESSED,379287,0.4578,Moderate
ACC01342,2023-12-05,22:00,Thursday,22,Tx,Highway,None,,Dry,Night - Lit,98.27,80,189.1,1,46.0,12.2,SUV,1.0,1.0,1,1342,PROCESSED,502506,0.9241,Severe
ACC06491,2021-12-07,16:00,Friday,16,TX,Urban Road,Slip Road,Rainy,Wet,Night - Unlit,75.14,60,519.2,5,41.0,21.2,Bus,1.0,1.0,1,6491,PROCESSED,822543,0.3759,Moderate
ACC03604,2021-08-22,16:00,Friday,16,California,Rural Road,Roundabout,Foggy,Potholed,,,50,,3,26.0,,Bus,1.0,1.0,5,3604,PROCESSED,247897,0.7289,Severe
ACC03387,2022-05-01,21:00,Friday,21,California,Rural Road,T-Junction,Clear,Under Construction,Daylight,79.11,30,515.0,4,52.0,0.0,Motorcycle,0.0,1.0,0,3387,PROCESSED,891631,0.3418,Moderate
ACC01669,2020-10-13,20:00,Tuesday,20,Illinois,Expressway,Roundabout,Snowy,Wet,Night - Unlit,124.69,80,109.2,3,44.0,4.7,Motorcycle,1.0,,3,1669,PROCESSED,282794,0.2208,Severe
ACC01082,2022-07-28,20:00,Tuesday,20,California,Expressway,None,Windy,,Daylight,,80,230.6,1,,7.7,SUV,1.0,0.0,2,1082,PROCESSED,858749,0.1096,Severe
ACC03713,2022-12-21,19:00,Friday,19,Texas,Urban Road,Slip Road,Foggy,Wet,,36.94,60,748.4,1,37.0,9.6,Truck,0.0,1.0,0,3713,PROCESSED,437043,0.9905,Minor
ACC03467,2021-07-02,11:00,Friday,11,FL,Rural Road,T-Junction,Rainy,Dry,Daylight,48.96,50,880.2,3,42.0,,Bus,0.0,1.0,0,3467,PROCESSED,344011,0.5864,Minor
ACC05368,2020-10-26,02:00,Friday,2,Tx,Rural Road,None,Sunny,Dry,Daylight,47.54,100,671.2,1,36.0,12.0,Van,0.0,1.0,0,5368,PROCESSED,441853,0.0547,Minor
ACC02145,2023-12-13,14:00,Monday,14,Washington,Rural Road,None,Foggy,Wet,Daylight,100.86,80,391.8,1,34.0,22.7,Truck,1.0,0.0,4,2145,PROCESSED,473869,0.2546,Severe
ACC03594,2020-10-24,02:00,Saturday,2,Illinois,Highway,Crossroads,Snowy,Dry,Daylight,104.43,60,288.0,3,50.0,13.2,Van,1.0,1.0,2,3594,PROCESSED,250137,0.9821,Severe
ACC07688,2021-05-29,11:00,Wednesday,11,TX,One-way,None,,Dry,,85.93,100,373.9,2,33.0,3.3,Car,0.0,1.0,2,7688,PROCESSED,834511,0.8548,Moderate
ACC04851,2022-03-29,15:00,Wednesday,15,WA,Urban Road,Roundabout,Clear,Wet,Night - Lit,108.89,30,,2,40.0,6.8,Van,1.0,1.0,3,4851,PROCESSED,863788,0.2803,Severe
ACC07409,2022-12-20,13:00,Saturday,13,CA.,One-way,T-Junction,Windy,Wet,Daylight,49.11,120,424.3,5,59.0,,Motorcycle,0.0,1.0,0,7409,PROCESSED,400481,0.1063,Moderate
ACC00913,2022-12-05,16:00,Wednesday,16,Illinois,Highway,None,Rainy,Under Construction,Night - Unlit,61.76,50,,2,16.0,8.3,Van,0.0,0.0,2,913,PROCESSED,886894,0.9835,Moderate
ACC06155,2020-04-12,21:00,Saturday,21,N.Y.,One-way,Crossroads,clear,Wet,Night - Lit,115.78,80,145.2,3,30.0,4.9,SUV,0.0,0.0,7,6155,PROCESSED,320085,0.9953,Severe
ACC03726,2022-10-30,18:00,Sunday,18,N.Y.,Rural Road,Roundabout,Windy,,Night - Lit,42.39,80,858.1,2,53.0,0.0,Bus,0.0,1.0,0,3726,PROCESSED,859380,0.3997,Minor
ACC04429,2021-08-26,18:00,Monday,18,Ohio,Highway,T-Junction,,Wet,,86.68,60,311.0,2,,9.6,Motorcycle,0.0,,6,4429,PROCESSED,656420,0.5476,Severe
ACC02264,2021-09-04,02:00,Sunday,2,California,Highway,Slip Road,,Dry,,,100,308.0,4,29.0,11.0,Car,1.0,0.0,3,2264,PROCESSED,234093,0.6777,Severe
ACC03629,2023-11-21,22:00,Thursday,22,New York,Highway,None,Clear,,Daylight,42.82,120,756.6,5,36.0,15.9,Van,0.0,1.0,0,3629,PROCESSED,328662,0.6266,Minor
ACC06477,2022-05-15,09:00,Sunday,9,Washington,Rural Road,T-Junction,Windy,Dry,,60.56,60,730.8,2,50.0,19.2,SUV,0.0,1.0,2,6477,PROCESSED,985899,0.3381,Moderate
ACC01196,2020-04-12,11:00,Monday,11,N.Y.,Urban Road,Crossroads,Rain,Dry,Night - Lit,65.63,30,518.5,2,34.0,,Truck,0.0,1.0,0,1196,PROCESSED,481350,0.3438,Moderate
ACC05419,2023-03-05,11:00,Friday,11,OH,Urban Road,Slip Road,Foggy,Icy,Daylight,110.51,50,318.2,2,36.0,10.8,Bus,1.0,0.0,7,5419,PROCESSED,641954,0.5126,Severe
ACC00705,2021-01-25,20:00,Wednesday,20,New York,Urban Road,Crossroads,Clear,Icy,Night - Lit,66.78,50,499.2,3,49.0,4.5,Bus,0.0,1.0,1,705,PROCESSED,960187,0.926,Moderate
ACC05514,2022-01-18,23:00,Wednesday,23,CA,Rural Road,Crossroads,,Icy,Night - Unlit,74.02,60,471.0,1,37.0,3.2,SUV,0.0,1.0,0,5514,PROCESSED,286930,0.4397,Moderate
ACC00168,2020-10-27,09:00,Monday,9,California,Urban Road,T-Junction,Clear,Dry,Daylight,46.35,80,,1,,,Motorcycle,0.0,1.0,0,168,PROCESSED,478868,0.8829,Minor
ACC00998,2022-11-20,10:00,Saturday,10,N.Y.,Highway,T-Junction,Foggy,,Night - Lit,45.6,50,846.3,2,16.0,3.6,Truck,0.0,0.0,0,998,PROCESSED,970461,0.5424,Minor
ACC07541,2021-03-07,10:00,Monday,10,TX,Highway,Slip Road,,Dry,Night - Unlit,,120,521.2,2,38.0,11.9,Truck,0.0,1.0,0,7541,PROCESSED,283286,0.9487,Moderate
ACC05326,2020-01-24,06:00,Wednesday,6,CA,Rural Road,Crossroads,Clear,Wet,Dawn,94.49,50,227.0,1,42.0,,SUV,0.0,0.0,4,5326,PROCESSED,395808,0.3993,Severe
ACC07711,2020-01-15,23:00,Wednesday,23,Ohio,One-way,None,Snowy,Dry,Night - Lit,54.5,80,757.8,1,44.0,11.8,SUV,1.0,,0,7711,PROCESSED,331605,0.3745,Minor
ACC02337,2020-04-24,14:00,Sunday,14,California,Highway,T-Junction,Rainy,Icy,Night - Lit,75.25,30,322.5,3,16.0,11.3,,0.0,1.0,0,2337,PROCESSED,710453,0.6433,Moderate
ACC02081,2023-05-18,13:00,Thursday,13,California,One-way,None,Foggy,Icy,Dawn,84.95,30,486.3,1,34.0,8.1,Truck,,1.0,0,2081,PROCESSED,917522,0.1837,Moderate
ACC05291,2022-10-04,21:00,Friday,21,fl,Rural Road,T-Junction,Windy,Wet,Dawn,39.24,60,714.0,1,30.0,9.0,Van,0.0,1.0,0,5291,PROCESSED,900470,0.2782,Minor
ACC00351,2022-08-06,03:00,Wednesday,3,OH,Highway,None,Foggy,,Night - Lit,,30,331.2,2,30.0,9.0,,0.0,0.0,1,351,PROCESSED,536052,0.3536,Moderate
ACC01631,2023-12-02,08:00,Tuesday,8,New York,Highway,None,Clear,Dry,Daylight,,60,875.0,1,44.0,0.0,SUV,0.0,1.0,0,1631,PROCESSED,350393,0.3597,Minor
ACC00458,2020-09-25,19:00,Monday,19,Tx,Highway,Crossroads,Rainy,Dry,Daylight,126.45,100,262.1,1,68.0,,Bus,0.0,0.0,6,458,PROCESSED,923644,0.8334,Severe
ACC04336,2022-03-31,21:00,Thursday,21,Tx,Expressway,T-Junction,Snowy,Wet,Daylight,103.09,60,208.4,7,43.0,0.4,SUV,0.0,0.0,4,4336,PROCESSED,113062,0.7131,Severe
ACC04864,2022-10-26,06:00,Wednesday,6,CA,Urban Road,T-Junction,Rainy,Dry,Daylight,71.74,50,577.9,2,42.0,3.9,,0.0,1.0,3,4864,PROCESSED,420121,0.7983,Moderate
ACC04052,2022-02-12,04:00,Saturday,4,Florida,Highway,Crossroads,Foggy,Wet,Night - Lit,,80,454.2,1,35.0,6.6,Truck,1.0,,1,4052,PROCESSED,835582,0.4418,Moderate
ACC02138,2021-05-07,11:00,Saturday,11,N.Y.,Urban Road,Roundabout,Windy,Dry,Daylight,,80,490.5,1,40.0,16.9,Truck,0.0,0.0,3,2138,PROCESSED,239304,0.8885,Moderate
ACC04224,2021-03-25,15:00,Monday,15,OH,One-way,Roundabout,clear,Dry,Dawn,64.74,120,713.0,1,,6.3,,0.0,,2,4224,PROCESSED,359203,0.9623,Moderate
ACC00275,2023-03-12,07:00,Thursday,7,Illinois,Highway,T-Junction,Rainy,Wet,Daylight,53.43,50,521.3,1,31.0,,Truck,1.0,1.0,1,275,PROCESSED,166858,0.1422,Moderate
ACC00773,2020-08-16,11:00,Monday,11,WA,Highway,Slip Road,Storm,Wet,Night - Unlit,91.23,60,199.2,2,,8.1,,0.0,1.0,5,773,PROCESSED,105285,0.0589,Severe
ACC00013,2020-05-12,22:00,Tuesday,22,Florida,Highway,T-Junction,Clear,Icy,Daylight,52.68,60,818.9,1,38.0,7.9,SUV,0.0,1.0,1,13,PROCESSED,215526,0.9229,Minor
ACC06902,2021-09-08,00:00,Saturday,0,FL,Highway,Crossroads,Sunny,Potholed,Night - Unlit,63.19,60,388.7,2,42.0,,,1.0,1.0,1,6902,PROCESSED,925448,0.9273,Moderate
ACC02464,2020-12-26,22:00,Wednesday,22,WA,Expressway,None,Foggy,Icy,Daylight,55.4,50,568.6,2,52.0,0.0,Car,0.0,1.0,2,2464,PROCESSED,846589,0.1001,Moderate
ACC00618,2023-08-02,18:00,Monday,18,Ill.,Urban Road,Slip Road,Rainy,Dry,Daylight,,60,,4,21.0,10.4,Van,1.0,0.0,2,618,PROCESSED,456981,0.0315,Severe
ACC02941,2020-07-01,10:00,Friday,10,NY,Highway,T-Junction,Snowy,Icy,Night - Unlit,32.22,50,787.7,1,39.0,16.1,Car,0.0,1.0,1,2941,PROCESSED,403355,0.8665,Minor
ACC07945,2022-11-07,16:00,Monday,16,Washington,Urban Road,Crossroads,Clear,,Night - Lit,81.54,50,439.8,1,26.0,13.9,,0.0,1.0,2,7945,PROCESSED,565142,0.9655,Moderate
ACC05902,2023-04-04,02:00,Saturday,2,New York,Urban Road,Roundabout,Windy,Dry,Daylight,103.95,80,322.0,5,35.0,13.2,Motorcycle,,0.0,4,5902,PROCESSED,661632,0.2484,Severe
ACC00996,2020-09-14,00:00,Monday,0,fl,Rural Road,Roundabout,Snowy,Icy,Daylight,79.86,60,480.8,1,46.0,13.7,Motorcycle,0.0,0.0,3,996,PROCESSED,226911,0.6558,Moderate
ACC01555,2023-10-09,11:00,Wednesday,11,CA,One-way,T-Junction,Sunny,Wet,Night - Lit,94.54,30,256.7,4,20.0,4.5,Motorcycle,1.0,1.0,2,1555,PROCESSED,582335,0.7521,Severe
ACC06909,2023-05-05,19:00,Friday,19,Ohio,One-way,Crossroads,Rainy,Dry,Daylight,95.35,100,,1,48.0,17.6,Car,0.0,1.0,3,6909,PROCESSED,575024,0.3124,Severe
ACC02303,2022-09-27,16:00,Monday,16,WA,Highway,None,Clear,Dry,Night - Lit,101.3,50,135.6,1,47.0,3.1,Motorcycle,1.0,0.0,3,2303,PROCESSED,256682,0.4945,Severe
ACC06091,2023-05-06,18:00,Thursday,18,WA,Expressway,None,Windy,Under Construction,Night - Unlit,106.75,50,198.7,3,42.0,0.0,Van,,0.0,3,6091,PROCESSED,837613,0.1111,Severe
ACC07210,2020-12-31,17:00,Sunday,17,Illinois,Highway,Crossroads,Windy,Dry,Daylight,65.92,50,443.7,2,,1.2,SUV,0.0,1.0,3,7210,PROCESSED,835609,0.4607,Moderate
ACC04062,2023-03-22,09:00,Wednesday,9,Washington,Expressway,T-Junction,Clear,Wet,Daylight,106.3,100,358.0,2,40.0,,Bus,0.0,1.0,4,4062,PROCESSED,903570,0.3717,Severe
ACC03302,2022-08-04,19:00,Wednesday,19,Illinois,Highway,Slip Road,Clear,Dry,Daylight,115.1,50,251.3,5,30.0,12.4,Bus,0.0,1.0,3,3302,PROCESSED,723516,0.3252,Severe
ACC03446,2020-09-22,05:00,Saturday,5,FL,Rural Road,None,Rainy,Dry,,78.85,80,507.0,1,63.0,11.0,Van,0.0,0.0,1,3446,PROCESSED,758140,0.5129,Moderate
ACC06532,2021-05-13,17:00,Wednesday,17,N.Y.,Urban Road,Crossroads,Rainy,Dry,Dawn,73.82,80,438.7,1,40.0,8.8,,0.0,1.0,1,6532,PROCESSED,842941,0.1193,Moderate
ACC01743,2023-04-18,23:00,Saturday,23,Ohio,Urban Road,T-Junction,Rainy,,Daylight,86.11,60,373.7,2,31.0,,,0.0,1.0,3,1743,PROCESSED,635515,0.1591,Moderate
ACC06012,2021-07-18,19:00,Friday,19,Tx,Urban Road,None,Rainy,Potholed,Dusk,141.73,120,217.8,4,41.0,11.3,Motorcycle,,0.0,2,6012,PROCESSED,775613,0.3554,Severe
ACC04717,2020-11-19,11:00,Sunday,11,TX,Expressway,T-Junction,Rainy,Wet,Night - Unlit,,80,300.4,3,,13.3,SUV,0.0,0.0,2,4717,PROCESSED,571320,0.051,Severe
ACC04741,2023-01-10,21:00,Wednesday,21,Washington,One-way,None,Windy,Dry,Daylight,,50,240.2,2,42.0,6.7,,0.0,0.0,2,4741,PROCESSED,862467,0.7406,Severe
ACC02911,2020-10-16,10:00,Saturday,10,fl,Highway,None,Rainy,Under Construction,Dusk,64.5,100,467.3,2,48.0,,Truck,1.0,1.0,0,2911,PROCESSED,791162,0.5833,Moderate
ACC00809,2023-10-04,02:00,Thursday,2,N.Y.,Highway,None,windy,Under Construction,Night - Lit,,60,,1,38.0,0.0,Bus,0.0,1.0,0,809,PROCESSED,878706,0.5826,Minor
ACC03022,2020-06-19,11:00,Thursday,11,FL,Rural Road,T-Junction,,Under Construction,Daylight,70.88,50,575.5,1,44.0,0.0,Car,0.0,1.0,2,3022,PROCESSED,875048,0.0222,Moderate
ACC05210,2022-06-06,06:00,Thursday,6,Ill.,Expressway,Crossroads,Stormy,Icy,Night - Lit,106.22,120,260.2,1,40.0,6.8,SUV,,1.0,1,5210,PROCESSED,871452,0.2394,Severe
ACC02823,2021-12-08,12:00,Friday,12,Texas,Expressway,Crossroads,,Wet,Daylight,91.36,60,416.9,7,52.0,11.7,Truck,0.0,0.0,3,2823,PROCESSED,174017,0.9706,Severe
ACC02857,2022-04-06,16:00,Wednesday,16,N.Y.,Rural Road,T-Junction,,Icy,Daylight,39.47,120,876.2,2,41.0,15.2,Motorcycle,0.0,1.0,2,2857,PROCESSED,564152,0.7953,Minor
ACC02942,2021-03-19,14:00,Monday,14,CA,Rural Road,Crossroads,,Icy,Dawn,96.71,60,291.0,3,40.0,16.5,Van,0.0,,2,2942,PROCESSED,734859,0.7701,Severe
ACC03859,2022-03-09,19:00,Monday,19,Washington,Urban Road,None,windy,Dry,Daylight,51.54,60,771.2,1,51.0,11.8,Van,0.0,1.0,1,3859,PROCESSED,756368,0.6451,Minor
ACC04490,2022-04-03,14:00,Tuesday,14,N.Y.,Urban Road,Slip Road,Clear,Wet,Dusk,32.43,60,,1,34.0,0.0,Car,0.0,,0,4490,PROCESSED,583236,0.6131,Minor
ACC04241,2020-08-11,06:00,Saturday,6,TX,One-way,T-Junction,Fog,Wet,Daylight,44.68,30,887.1,1,40.0,6.7,Motorcycle,0.0,1.0,0,4241,PROCESSED,484015,0.4154,Minor
ACC01042,2023-01-20,14:00,Monday,14,CA.,Expressway,None,Snowy,Icy,,23.13,50,722.7,1,36.0,5.9,Truck,0.0,1.0,0,1042,PROCESSED,402279,0.604,Minor
ACC04363,2021-03-31,08:00,Tuesday,8,New York,Expressway,Slip Road,Snowy,Dry,Night - Lit,73.39,50,482.2,3,31.0,0.0,Bus,0.0,1.0,1,4363,PROCESSED,129142,0.0902,Moderate
ACC07775,2021-07-21,07:00,Wednesday,7,OH,Highway,Crossroads,Clear,Potholed,Night - Unlit,39.02,50,820.4,2,,,Bus,0.0,0.0,0,7775,PROCESSED,282078,0.4172,Minor
ACC00702,2022-12-21,00:00,Thursday,0,Illinois,One-way,Crossroads,Windy,,,110.46,100,243.6,2,33.0,20.2,Car,1.0,1.0,2,702,PROCESSED,658643,0.6878,Severe
ACC03011,2023-07-20,23:00,Saturday,23,OH,Rural Road,Roundabout,Windy,Wet,,38.32,100,744.0,1,19.0,,Bus,0.0,1.0,0,3011,PROCESSED,258995,0.8105,Minor
ACC01311,2022-05-18,15:00,Tuesday,15,Ill.,Highway,Crossroads,Clear,,Dawn,114.15,80,261.5,3,31.0,17.2,Car,0.0,0.0,1,1311,PROCESSED,252544,0.2665,Severe
